Название,Цена,Расположение,Район,Год постройки,Количество комнат,Площадь(кв.м.),Сотки,Дата,Просмотрено
Отдельный дом · 4 комнаты · 155 м² · 3.8 сот.,60000000,Алматы,,2004.0,4,155.0,3.8,20 нояб.,2811
Отдельный дом · 6 комнат · 383.6 м² · 13 сот.,91000000,Алматы,,,6,383.6,13,20 нояб.,153
Часть дома · 4 комнаты · 105 м² · 3 сот.,45000000,Алматы,,1991.0,4,105.0,3,20 нояб.,2161
Отдельный дом · 4 комнаты · 70 м² · 16.5 сот.,165000000,Алматы,,1960.0,4,70.0,16.5,20 нояб.,353
Отдельный дом · 4 комнаты · 51 м² · 5.1 сот.,32000000,Алматы,,1951.0,4,51.0,5.1,20 нояб.,295
Отдельный дом · 4 комнаты · 114 м² · 6.83 сот.,44000000,Алматы,,2019.0,4,114.0,6.83,20 нояб.,2284
Отдельный дом · 6 комнат · 98 м² · 7 сот.,79000000,Алматы,,,6,98.0,7,20 нояб.,2802
Отдельный дом · 7 комнат · 507 м² · 6 сот.,270000000,Алматы,,2018.0,7,507.0,6,20 нояб.,1460
Часть дома · 8 комнат · 218 м² · 6 сот.,58000000,Алматы,,2015.0,8,218.0,6,20 нояб.,3127
Отдельный дом · 5 комнат · 270 м² · 4.8 сот.,160000000,Алматы,,2015.0,5,270.0,4.8,20 нояб.,1585
Часть дома · 5 комнат · 81.1 м² · 7 сот.,26000000,Алматы,,2009.0,5,81.1,7,20 нояб.,301
Часть дома · 3 комнаты · 55 м² · 2 сот.,15500000,Алматы,,1958.0,3,55.0,2,20 нояб.,82
Часть дома · 3 комнаты · 34 м² · 3.5 сот.,30000000,Алматы,,,3,34.0,3.5,20 нояб.,334
Отдельный дом · 5 комнат · 170 м² · 24 сот.,90300000,Алматы,,,5,170.0,24,20 нояб.,600
Отдельный дом · 8 комнат · 370 м² · 10 сот.,150000000,Алматы,,2008.0,8,370.0,10,20 нояб.,539
Отдельный дом · 7 комнат · 293 м² · 6 сот.,115000000,Алматы,,2000.0,7,293.0,6,20 нояб.,2760
Отдельный дом · 4 комнаты · 100 м² · 2 сот.,21000000,Алматы,,,4,100.0,2,20 нояб.,11013
Отдельный дом · 5 комнат · 148 м² · 7 сот.,99999999,Алматы,,2000.0,5,148.0,7,20 нояб.,4415
Отдельный дом · 4 комнаты · 76.1 м² · 4 сот.,48000000,Алматы,,1999.0,4,76.1,4,20 нояб.,1443
Отдельный дом · 10 комнат · 550 м² · 10 сот.,299000000,Алматы,,,10,550.0,10,20 нояб.,2421
Часть дома · 6 комнат · 350 м² · 16 сот.,90000000,Алматы,,,6,350.0,16,20 нояб.,366
Отдельный дом · 3 комнаты · 89.6 м² · 6 сот.,25000000,Алматы,,2008.0,3,89.6,6,20 нояб.,9119
Отдельный дом · 3 комнаты · 116.4 м² · 6 сот.,67000000,Алматы,,1972.0,3,116.4,6,20 нояб.,39
Часть дома · 5 комнат · 130 м² · 8 сот.,80000000,Алматы,,,5,130.0,8,20 нояб.,957
Часть дома · 2 комнаты · 40 м² · 2.7 сот.,14000000,Алматы,,,2,40.0,2.7,20 нояб.,1785
Отдельный дом · 6 комнат · 1000 м² · 76 сот.,1750000000,Алматы,,2022.0,6,1000.0,76,20 нояб.,2955
Отдельный дом · 5 комнат · 218 м² · 6 сот.,53000000,Алматы,,2020.0,5,218.0,6,20 нояб.,908
Отдельный дом · 7 комнат · 210 м² · 4 сот.,62000000,Алматы,,1975.0,7,210.0,4,20 нояб.,1689
Отдельный дом · 4 комнаты · 291 м² · 2 сот.,290000000,Алматы,,2003.0,4,291.0,2,20 нояб.,927
Отдельный дом · 5 комнат · 215 м² · 4.5 сот.,96000000,Алматы,,1989.0,5,215.0,4.5,20 нояб.,518
Отдельный дом · 6 комнат · 431 м² · 7 сот.,105000000,Алматы,,2005.0,6,431.0,7,20 нояб.,594
Отдельный дом · 15 комнат · 1140 м² · 18 сот.,2275000000,Алматы,,2022.0,15,1140.0,18,20 нояб.,22682
Отдельный дом · 3 комнаты · 105 м² · 4.5 сот.,120000000,Алматы,,2010.0,3,105.0,4.5,20 нояб.,3064
Часть дома · 4 комнаты · 98 м² · 9.53 сот.,60000000,Алматы,,1967.0,4,98.0,9.53,20 нояб.,1833
Отдельный дом · 6 комнат · 605 м² · 19 сот.,240000000,Алматы,,2015.0,6,605.0,19,20 нояб.,511
Часть дома · 4 комнаты · 60 м² · 3.9 сот.,60000000,Алматы,,,4,60.0,3.9,20 нояб.,119
Отдельный дом · 6 комнат · 200 м² · 16 сот.,75000000,Алматы,,2010.0,6,200.0,16,20 нояб.,381
Отдельный дом · 5 комнат · 190 м² · 6.6 сот.,98000000,Алматы,,2015.0,5,190.0,6.6,20 нояб.,1754
Отдельный дом · 5 комнат · 296.2 м² · 8 сот.,350000000,Алматы,,2015.0,5,296.2,8,20 нояб.,623
Отдельный дом · 4 комнаты · 70 м² · 3 сот.,50000000,Алматы,,,4,70.0,3,20 нояб.,602
Отдельный дом · 3 комнаты · 113.7 м² · 5 сот.,60000000,Алматы,,1996.0,3,113.7,5,20 нояб.,23
Часть дома · 4 комнаты · 98 м² · 1 сот.,30000000,Алматы,,,4,98.0,1,20 нояб.,14874
Отдельный дом · 10 комнат · 1100 м² · 8 сот.,1300000000,Алматы,,2023.0,10,1100.0,8,20 нояб.,178
Часть дома · 2 комнаты · 43 м² · 2 сот.,23500000,Алматы,,1968.0,2,43.0,2,20 нояб.,6755
Отдельный дом · 4 комнаты · 270 м² · 8 сот.,95000000,Алматы,,2015.0,4,270.0,8,20 нояб.,960
Отдельный дом · 7 комнат · 192.2 м² · 4 сот.,70000000,Алматы,,2017.0,7,192.2,4,20 нояб.,1976
Отдельный дом · 4 комнаты · 67 м² · 4 сот.,88000000,Алматы,,,4,67.0,4,20 нояб.,1172
Отдельный дом · 5 комнат · 158 м² · 10 сот.,83000000,Алматы,,1996.0,5,158.0,10,20 нояб.,414
Отдельный дом · 5 комнат · 300 м² · 6.1 сот.,152000000,Алматы,,2013.0,5,300.0,6.1,20 нояб.,613
Отдельный дом · 4 комнаты · 75 м² · 7.5 сот.,29000000,Алматы,,2020.0,4,75.0,7.5,20 нояб.,1588
Отдельный дом · 4 комнаты · 120 м² · 5.5 сот.,35000000,Алматы,,,4,120.0,5.5,20 нояб.,6036
Отдельный дом · 6 комнат · 600 м² · 17 сот.,700000000,Алматы,,,6,600.0,17,20 нояб.,4895
Часть дома · 6 комнат · 150 м² · 4 сот.,100000000,Алматы,,,6,150.0,4,20 нояб.,7256
Дача · 2 комнаты · 70 м² · 6 сот.,25000000,Алматы,,2005.0,2,70.0,6,20 нояб.,3705
Часть дома · 2 комнаты · 30 м² · 2 сот.,40000000,Алматы,,1998.0,2,30.0,2,20 нояб.,143
Часть дома · 4 комнаты · 133.5 м² · 12 сот.,110000000,Алматы,,1983.0,4,133.5,12,20 нояб.,112
Отдельный дом · 4 комнаты · 250.5 м² · 1 сот.,177000000,Алматы,,2022.0,4,250.5,1,20 нояб.,76
Отдельный дом · 5 комнат · 91 м² · 8 сот.,65000000,Алматы,,1958.0,5,91.0,8,20 нояб.,900
Отдельный дом · 5 комнат · 95.6 м² · 8.9 сот.,63800000,Алматы,,2007.0,5,95.6,8.9,20 нояб.,1803
Отдельный дом · 4 комнаты · 207.7 м² · 10 сот.,118000000,Алматы,,2006.0,4,207.7,10,20 нояб.,200
Часть дома · 3 комнаты · 68.8 м² · 2.07 сот.,30000000,Алматы,,2000.0,3,68.8,2.07,20 нояб.,316
Отдельный дом · 5 комнат · 380 м² · 7 сот.,200000000,Алматы,,2008.0,5,380.0,7,20 нояб.,39
Дача · 3 комнаты · 60 м² · 8 сот.,12000000,Алматы,,2023.0,3,60.0,8,20 нояб.,4701
Отдельный дом · 4 комнаты · 240 м² · 3 сот.,250000000,Алматы,,2021.0,4,240.0,3,20 нояб.,229
Отдельный дом · 5 комнат · 220 м² · 1 сот.,120000000,Алматы,,2007.0,5,220.0,1,20 нояб.,1943
Отдельный дом · 3 комнаты · 47.5 м² · 12 сот.,32000000,Алматы,,1995.0,3,47.5,12,20 нояб.,1708
Отдельный дом · 7 комнат · 270 м² · 8 сот.,85000000,Алматы,,2015.0,7,270.0,8,20 нояб.,2678
Часть дома · 2 комнаты · 46.5 м² · 4 сот.,45000000,Алматы,,2012.0,2,46.5,4,20 нояб.,40
Дача · 3 комнаты · 70 м² · 5.5 сот.,30000000,Алматы,,2024.0,3,70.0,5.5,20 нояб.,688
Часть дома · 2 комнаты · 59 м² · 2 сот.,20000000,Алматы,,,2,59.0,2,20 нояб.,1361
Отдельный дом · 3 комнаты · 50 м² · 5 сот.,22000000,Алматы,,1956.0,3,50.0,5,20 нояб.,18591
Отдельный дом · 4 комнаты · 170 м² · 4 сот.,78000000,Алматы,,2024.0,4,170.0,4,20 нояб.,353
Отдельный дом · 4 комнаты · 180 м² · 11 сот.,102000000,Алматы,,2014.0,4,180.0,11,20 нояб.,4109
Отдельный дом · 6 комнат · 155 м² · 4.7 сот.,75000000,Алматы,,2009.0,6,155.0,4.7,20 нояб.,1157
Отдельный дом · 4 комнаты · 80 м² · 4.8 сот.,55000000,Алматы,,1995.0,4,80.0,4.8,20 нояб.,389
Отдельный дом · 4 комнаты · 200 м² · 5.9 сот.,169999999,Алматы,,2022.0,4,200.0,5.9,20 нояб.,2361
Отдельный дом · 8 комнат · 425 м² · 10 сот.,248000000,Алматы,,2005.0,8,425.0,10,20 нояб.,1144
Отдельный дом · 6 комнат · 117 м² · 3 сот.,50000000,Алматы,,1972.0,6,117.0,3,20 нояб.,1041
Отдельный дом · 5 комнат · 256 м² · 7 сот.,110000000,Алматы,,2004.0,5,256.0,7,20 нояб.,240
Отдельный дом · 9 комнат · 600 м² · 6 сот.,91000000,Алматы,,2000.0,9,600.0,6,20 нояб.,1207
Отдельный дом · 10 комнат · 100 м² · 6 сот.,35000000,Алматы,,2014.0,10,100.0,6,20 нояб.,5413
Отдельный дом · 4 комнаты · 126 м² · 7 сот.,55000000,Алматы,,,4,126.0,7,20 нояб.,1200
Отдельный дом · 7 комнат · 225 м² · 6 сот.,110000000,Алматы,,2020.0,7,225.0,6,20 нояб.,904
Часть дома · 3 комнаты · 74 м² · 6 сот.,62000000,Алматы,,,3,74.0,6,20 нояб.,13347
Отдельный дом · 6 комнат · 185 м² · 4.5 сот.,81000000,Алматы,,2017.0,6,185.0,4.5,20 нояб.,2098
Отдельный дом · 4 комнаты · 77.6 м² · 4.76 сот.,35000000,Алматы,,1987.0,4,77.6,4.76,20 нояб.,9746
Отдельный дом · 6 комнат · 320 м² · 6.7 сот.,99000000,Алматы,,,6,320.0,6.7,20 нояб.,27
Отдельный дом · 6 комнат · 428.9 м² · 11 сот.,270000000,Алматы,,2008.0,6,428.9,11,20 нояб.,131
Отдельный дом · 2 комнаты · 40 м² · 5 сот.,32000000,Алматы,,2017.0,2,40.0,5,20 нояб.,2058
Отдельный дом · 6 комнат · 506 м² · 6 сот.,316000000,Алматы,,2022.0,6,506.0,6,20 нояб.,814
Отдельный дом · 8 комнат · 240 м² · 1.57 сот.,38000000,Алматы,,2014.0,8,240.0,1.57,20 нояб.,188
Дача · 3 комнаты · 56 м² · 11 сот.,75000000,Алматы,,1992.0,3,56.0,11,20 нояб.,1226
Отдельный дом · 5 комнат · 545 м² · 2.3 сот.,2916000000,Алматы,,2005.0,5,545.0,2.3,20 нояб.,1335
Часть дома · 5 комнат · 65 м² · 8 сот.,60000000,Алматы,,,5,65.0,8,20 нояб.,1012
Отдельный дом · 10 комнат · 800 м² · 8 сот.,960000000,Алматы,,,10,800.0,8,20 нояб.,224
Часть дома · 4 комнаты · 161 м² · 1 сот.,95000000,Алматы,,2024.0,4,161.0,1,20 нояб.,462
Отдельный дом · 6 комнат · 110 м² · 8 сот.,105000000,Алматы,,2015.0,6,110.0,8,20 нояб.,374
Отдельный дом · 3 комнаты · 140 м² · 7 сот.,77000000,Алматы,,2023.0,3,140.0,7,20 нояб.,38
Отдельный дом · 9 комнат · 600 м² · 9 сот.,450000000,Алматы,,2015.0,9,600.0,9,20 нояб.,5104
Отдельный дом · 7 комнат · 210 м² · 10 сот.,110000000,Алматы,,2016.0,7,210.0,10,20 нояб.,6818
Отдельный дом · 8 комнат · 480 м² · 13.5 сот.,576000000,Алматы,,2004.0,8,480.0,13.5,20 нояб.,418
Отдельный дом · 6 комнат · 507 м² · 24 сот.,316000000,Алматы,,2022.0,6,507.0,24,20 нояб.,6956
Отдельный дом · 9 комнат · 347.1 м² · 7 сот.,32450000,Алматы,,2007.0,9,347.1,7,20 нояб.,8842
Отдельный дом · 7 комнат · 800 м² · 40 сот.,900000000,Алматы,,2012.0,7,800.0,40,20 нояб.,88
Отдельный дом · 6 комнат · 120 м² · 5 сот.,60000000,Алматы,,2014.0,6,120.0,5,20 нояб.,1082
Отдельный дом · 2 комнаты · 60 м² · 2 сот.,19500000,Алматы,,1934.0,2,60.0,2,20 нояб.,17213
Отдельный дом · 3 комнаты · 156.4 м² · 5.7 сот.,200000000,Алматы,,2005.0,3,156.4,5.7,20 нояб.,274
Отдельный дом · 5 комнат · 201 м² · 14.22 сот.,105000000,Алматы,,2015.0,5,201.0,14.22,20 нояб.,3420
Отдельный дом · 5 комнат · 136 м² · 8.7 сот.,150000000,Алматы,,2005.0,5,136.0,8.7,20 нояб.,48
Часть дома · 4 комнаты · 64 м² · 2 сот.,35000000,Алматы,,,4,64.0,2,20 нояб.,625
Отдельный дом · 3 комнаты · 200 м² · 9 сот.,60000000,Алматы,,,3,200.0,9,20 нояб.,980
Отдельный дом · 5 комнат · 95.5 м² · 6.86 сот.,95000000,Алматы,,1960.0,5,95.5,6.86,20 нояб.,498
Отдельный дом · 3 комнаты · 85 м² · 4 сот.,45000000,Алматы,,1979.0,3,85.0,4,20 нояб.,1693
Отдельный дом · 10 комнат · 400 м² · 11 сот.,85000000,Алматы,,2007.0,10,400.0,11,20 нояб.,414
Отдельный дом · 5 комнат · 89 м² · 7.25 сот.,145000000,Алматы,,,5,89.0,7.25,20 нояб.,1738
Отдельный дом · 4 комнаты · 80 м² · 6.2 сот.,65000000,Алматы,,1991.0,4,80.0,6.2,20 нояб.,40949
Отдельный дом · 7 комнат · 116 м² · 6.6 сот.,130000000,Алматы,,1957.0,7,116.0,6.6,20 нояб.,165
Отдельный дом · 5 комнат · 215 м² · 4.6 сот.,125000000,Алматы,,,5,215.0,4.6,20 нояб.,74
Отдельный дом · 3 комнаты · 45 м² · 9 сот.,85000000,Алматы,,,3,45.0,9,20 нояб.,5185
Отдельный дом · 6 комнат · 394 м² · 10 сот.,90000000,Алматы,,,6,394.0,10,20 нояб.,515
Отдельный дом · 6 комнат · 180 м² · 12 сот.,65000000,Алматы,,1995.0,6,180.0,12,20 нояб.,3073
Отдельный дом · 9 комнат · 327 м² · 7.5 сот.,120000000,Алматы,,2007.0,9,327.0,7.5,20 нояб.,1243
Отдельный дом · 5 комнат · 320 м² · 10 сот.,180000000,Алматы,,2009.0,5,320.0,10,20 нояб.,314
Отдельный дом · 5 комнат · 220 м² · 3 сот.,55000000,Алматы,,2021.0,5,220.0,3,20 нояб.,2472
Отдельный дом · 14 комнат · 325 м² · 11 сот.,130000000,Алматы,,2015.0,14,325.0,11,20 нояб.,4661
Отдельный дом · 6 комнат · 160 м² · 10 сот.,75000000,Алматы,,2005.0,6,160.0,10,20 нояб.,5125
