Название,Цена(тенге),Расположение,Район,Год постройки,Количество комнат,Площадь(кв.м),Этаж,Дата,Просмотрено
1-комнатная квартира · 36.5 м² · 5/12 этаж,27000000,Алматы,,2018.0,1,36.5,5.0,23 нояб.,143
2-комнатная квартира · 67 м² · 4/18 этаж,50000000,Алматы,,2018.0,2,67.0,4.0,23 нояб.,97
2-комнатная квартира · 56 м² · 5/5 этаж,52500000,Алматы,,1993.0,2,56.0,5.0,23 нояб.,8
2-комнатная квартира · 69 м² · 12/20 этаж,62000000,Алматы,,2024.0,2,69.0,12.0,23 нояб.,8
2-комнатная квартира · 52 м² · 3/17 этаж,38555555,Алматы,,2023.0,2,52.0,3.0,23 нояб.,200
3-комнатная квартира · 114 м²,110000000,Алматы,,2006.0,3,114.0,,23 нояб.,1356
3-комнатная квартира · 78.3 м² · 12/13 этаж,63000000,Алматы,,2021.0,3,78.3,12.0,23 нояб.,755
2-комнатная квартира · 50.9 м² · 10/12 этаж,23000000,Алматы,,2024.0,2,50.9,10.0,23 нояб.,11
3-комнатная квартира · 84 м² · 4/13 этаж,71000000,Алматы,,2005.0,3,84.0,4.0,23 нояб.,19
3-комнатная квартира · 62.9 м² · 1/4 этаж,43000000,Алматы,,1967.0,3,62.9,1.0,23 нояб.,331
2-комнатная квартира · 66 м² · 3/5 этаж,29500000,Алматы,,2018.0,2,66.0,3.0,23 нояб.,222
2-комнатная квартира · 73 м² · 19/25 этаж,72000000,Алматы,,2009.0,2,73.0,19.0,23 нояб.,758
3-комнатная квартира · 99 м² · 7/10 этаж,48000000,Алматы,,2020.0,3,99.0,7.0,23 нояб.,107
5-комнатная квартира · 277 м² · 3/3 этаж,188000000,Алматы,,2023.0,5,277.0,3.0,23 нояб.,633
2-комнатная квартира · 65 м² · 4/5 этаж,32000000,Алматы,,2014.0,2,65.0,4.0,23 нояб.,66
3-комнатная квартира · 138 м² · 2/4 этаж,30000000,Алматы,,1969.0,3,138.0,2.0,23 нояб.,5432
7-комнатная квартира · 350 м² · 1/4 этаж,250000000,Алматы,,2011.0,7,350.0,1.0,23 нояб.,7953
3-комнатная квартира · 75 м² · 8/14 этаж,40500000,Алматы,,2019.0,3,75.0,8.0,23 нояб.,13
4-комнатная квартира · 180.3 м² · 3/3 этаж,234390000,Алматы,,2019.0,4,180.3,3.0,23 нояб.,17
1-комнатная квартира · 47 м² · 1/12 этаж,24700000,Алматы,,2024.0,1,47.0,1.0,23 нояб.,8
4-комнатная квартира · 160 м² · 4/7 этаж,199000000,Алматы,,2001.0,4,160.0,4.0,23 нояб.,8832
3-комнатная квартира · 70 м² · 10/10 этаж,38000000,Алматы,,2020.0,3,70.0,10.0,23 нояб.,243
4-комнатная квартира · 74 м² · 1/5 этаж,46000000,Алматы,,1972.0,4,74.0,1.0,23 нояб.,2055
2-комнатная квартира · 75.9 м² · 19/20 этаж,58900000,Алматы,,2023.0,2,75.9,19.0,23 нояб.,2370
4-комнатная квартира · 107 м² · 8/9 этаж,86800000,Алматы,,1991.0,4,107.0,8.0,23 нояб.,132
3-комнатная квартира · 78 м² · 5/6 этаж,39000000,Алматы,,2018.0,3,78.0,5.0,23 нояб.,210
3-комнатная квартира · 107.4 м² · 14/20 этаж,107400000,Алматы,,2007.0,3,107.4,14.0,23 нояб.,75
2-комнатная квартира · 97.7 м² · 11/16 этаж,40000000,Алматы,,2012.0,2,97.7,11.0,23 нояб.,508
4-комнатная квартира · 70 м² · 4/4 этаж,42000000,Алматы,,1974.0,4,70.0,4.0,23 нояб.,4284
1-комнатная квартира · 43.2 м² · 2/16 этаж,35000000,Алматы,,2024.0,1,43.2,2.0,23 нояб.,475
1-комнатная квартира · 46 м² · 1/3 этаж,39500000,Алматы,,2023.0,1,46.0,1.0,23 нояб.,1039
2-комнатная квартира · 58 м² · 3/9 этаж,37500000,Алматы,,2006.0,2,58.0,3.0,23 нояб.,1580
2-комнатная квартира · 56.5 м² · 1/8 этаж,32000000,Алматы,,2021.0,2,56.5,1.0,23 нояб.,952
4-комнатная квартира · 82 м² · 1/4 этаж,45000000,Алматы,,1991.0,4,82.0,1.0,23 нояб.,853
3-комнатная квартира · 109 м² · 2/15 этаж,90000000,Алматы,,2008.0,3,109.0,2.0,23 нояб.,10183
3-комнатная квартира · 71.5 м² · 3/6 этаж,58000000,Алматы,,1990.0,3,71.5,3.0,23 нояб.,227
2-комнатная квартира · 84 м² · 5/32 этаж,89000000,Алматы,,2015.0,2,84.0,5.0,23 нояб.,766
3-комнатная квартира · 120 м² · 16/21 этаж,85000000,Алматы,,2005.0,3,120.0,16.0,23 нояб.,10
3-комнатная квартира · 75 м² · 5/5 этаж,31500000,Алматы,,1989.0,3,75.0,5.0,23 нояб.,126
2-комнатная квартира · 71 м² · 2/7 этаж,75000000,Алматы,,2008.0,2,71.0,2.0,23 нояб.,1619
2-комнатная квартира · 61.4 м² · 1/5 этаж,41000000,Алматы,,1981.0,2,61.4,1.0,23 нояб.,1904
4-комнатная квартира · 113.1 м² · 12/12 этаж,70500000,Алматы,,2020.0,4,113.1,12.0,23 нояб.,12
4-комнатная квартира · 80 м² · 6/12 этаж,104000000,Алматы,,2023.0,4,80.0,6.0,23 нояб.,2103
2-комнатная квартира · 70 м² · 6/14 этаж,77000000,Алматы,,2015.0,2,70.0,6.0,23 нояб.,853
2-комнатная квартира · 40.1 м² · 7/9 этаж,24500000,Алматы,,2017.0,2,40.1,7.0,23 нояб.,1124
2-комнатная квартира · 61.1 м² · 6/12 этаж,31500000,Алматы,,2024.0,2,61.1,6.0,23 нояб.,314
2-комнатная квартира · 68.3 м² · 7/7 этаж,45000000,Алматы,,2021.0,2,68.3,7.0,23 нояб.,159
2-комнатная квартира · 51.9 м² · 1/6 этаж,25310000,Алматы,,2025.0,2,51.9,1.0,23 нояб.,1179
2-комнатная квартира · 36.9 м² · 2/8 этаж,36000000,Алматы,,2019.0,2,36.9,2.0,23 нояб.,624
1-комнатная квартира · 47 м² · 8/9 этаж,25500000,Алматы,,2006.0,1,47.0,8.0,23 нояб.,850
3-комнатная квартира · 74 м² · 3/5 этаж,35000000,Алматы,,2015.0,3,74.0,3.0,23 нояб.,22
4-комнатная квартира · 132 м² · 8/9 этаж,105000000,Алматы,,2008.0,4,132.0,8.0,23 нояб.,1001
3-комнатная квартира · 77 м² · 9/10 этаж,46000000,Алматы,,2007.0,3,77.0,9.0,23 нояб.,97
2-комнатная квартира · 46 м² · 4/6 этаж,24000000,Алматы,,2024.0,2,46.0,4.0,23 нояб.,493
1-комнатная квартира · 18 м² · 2/3 этаж,10500000,Алматы,,1970.0,1,18.0,2.0,23 нояб.,101
1-комнатная квартира · 38.5 м² · 7/16 этаж,28000000,Алматы,,2020.0,1,38.5,7.0,23 нояб.,8
3-комнатная квартира · 95.3 м² · 15/16 этаж,54300000,Алматы,,2022.0,3,95.3,15.0,23 нояб.,480
2-комнатная квартира · 50 м² · 4/12 этаж,49000000,Алматы,,2020.0,2,50.0,4.0,23 нояб.,25
2-комнатная квартира · 71 м² · 3/10 этаж,56300000,Алматы,,2023.0,2,71.0,3.0,23 нояб.,57
2-комнатная квартира · 50.9 м² · 2/5 этаж,49000000,Алматы,,1975.0,2,50.9,2.0,23 нояб.,67
3-комнатная квартира · 125 м² · 8/8 этаж,110000000,Алматы,,2010.0,3,125.0,8.0,23 нояб.,8
1-комнатная квартира · 37.7 м² · 10/16 этаж,24500000,Алматы,,2020.0,1,37.7,10.0,23 нояб.,7
3-комнатная квартира · 77.8 м² · 17/21 этаж,47000000,Алматы,,2024.0,3,77.8,17.0,23 нояб.,17
2-комнатная квартира · 51 м² · 7/16 этаж,42000000,Алматы,,2017.0,2,51.0,7.0,23 нояб.,2257
3-комнатная квартира · 59 м² · 2/4 этаж,29000000,Алматы,,1964.0,3,59.0,2.0,23 нояб.,19
3-комнатная квартира · 77 м² · 9/9 этаж,35500000,Алматы,,2016.0,3,77.0,9.0,23 нояб.,9
2-комнатная квартира · 48.2 м² · 7/20 этаж,32000000,Алматы,,2024.0,2,48.2,7.0,23 нояб.,350
1-комнатная квартира · 40 м² · 4/13 этаж,28000000,Алматы,,2024.0,1,40.0,4.0,23 нояб.,624
2-комнатная квартира · 65 м² · 8/9 этаж,40000000,Алматы,,2010.0,2,65.0,8.0,23 нояб.,229
2-комнатная квартира · 53.1 м² · 4/5 этаж,45000000,Алматы,,1995.0,2,53.1,4.0,23 нояб.,85
2-комнатная квартира · 65 м² · 2/4 этаж,45000000,Алматы,,2022.0,2,65.0,2.0,23 нояб.,247
2-комнатная квартира · 46.64 м² · 16/20 этаж,34000000,Алматы,,2024.0,2,46.64,16.0,23 нояб.,329
2-комнатная квартира · 44.8 м² · 18/20 этаж,46000000,Алматы,,2023.0,2,44.8,18.0,23 нояб.,631
4-комнатная квартира · 95 м² · 4/5 этаж,65000000,Алматы,,1987.0,4,95.0,4.0,23 нояб.,2051
2-комнатная квартира · 57.6 м² · 4/12 этаж,37000000,Алматы,,2018.0,2,57.6,4.0,23 нояб.,870
4-комнатная квартира · 120 м² · 17/25 этаж,142000000,Алматы,,2014.0,4,120.0,17.0,23 нояб.,3644
1-комнатная квартира · 36 м² · 4/9 этаж,25000000,Алматы,,2020.0,1,36.0,4.0,23 нояб.,537
2-комнатная квартира · 62 м² · 12/12 этаж,39800000,Алматы,,2024.0,2,62.0,12.0,23 нояб.,2228
2-комнатная квартира · 70 м² · 2/12 этаж,110000000,Алматы,,2022.0,2,70.0,2.0,23 нояб.,2334
1-комнатная квартира · 36 м² · 6/6 этаж,34000000,Алматы,,1990.0,1,36.0,6.0,23 нояб.,574
3-комнатная квартира · 88 м² · 1 этаж,58000000,Алматы,,2024.0,3,88.0,1.0,23 нояб.,84
1-комнатная квартира · 46 м² · 5/20 этаж,30500000,Алматы,,2011.0,1,46.0,5.0,23 нояб.,4330
1-комнатная квартира · 45.6 м² · 7/12 этаж,25500000,Алматы,,2018.0,1,45.6,7.0,23 нояб.,417
2-комнатная квартира · 54.6 м² · 5 этаж,25000000,Алматы,,2024.0,2,54.6,5.0,23 нояб.,346
1-комнатная квартира · 45.8 м² · 2/12 этаж,25000000,Алматы,,2024.0,1,45.8,2.0,23 нояб.,474
3-комнатная квартира · 77 м² · 4/6 этаж,45000000,Алматы,,2019.0,3,77.0,4.0,23 нояб.,1211
2-комнатная квартира · 70 м² · 12/12 этаж,75000000,Алматы,,2023.0,2,70.0,12.0,23 нояб.,603
4-комнатная квартира · 220 м² · 4/6 этаж,210000000,Алматы,,2009.0,4,220.0,4.0,23 нояб.,12
4-комнатная квартира · 205 м² · 1/2 этаж,200000000,Алматы,,2023.0,4,205.0,1.0,23 нояб.,30
1-комнатная квартира · 40 м² · 11/16 этаж,25000000,Алматы,,2020.0,1,40.0,11.0,23 нояб.,965
4-комнатная квартира · 86.7 м² · 1/5 этаж,65000000,Алматы,,1986.0,4,86.7,1.0,23 нояб.,593
1-комнатная квартира · 41.4 м² · 3/5 этаж,40900000,Алматы,,1974.0,1,41.4,3.0,23 нояб.,265
2-комнатная квартира · 45 м² · 8/9 этаж,43500000,Алматы,,2018.0,2,45.0,8.0,23 нояб.,22
1-комнатная квартира · 32 м² · 7/12 этаж,16200000,Алматы,,2020.0,1,32.0,7.0,23 нояб.,10
2-комнатная квартира · 60 м² · 3/8 этаж,69000000,Алматы,,1989.0,2,60.0,3.0,23 нояб.,259
3-комнатная квартира · 61.8 м² · 3/5 этаж,37999999,Алматы,,1976.0,3,61.8,3.0,23 нояб.,147
2-комнатная квартира · 90.5 м² · 8/17 этаж,64000000,Алматы,,2016.0,2,90.5,8.0,23 нояб.,384
2-комнатная квартира · 61 м² · 5/12 этаж,35000000,Алматы,,2020.0,2,61.0,5.0,23 нояб.,17
2-комнатная квартира · 56.1 м² · 9/9 этаж,35100000,Алматы,,1987.0,2,56.1,9.0,23 нояб.,703
2-комнатная квартира · 62.5 м² · 4/5 этаж,30000000,Алматы,,2017.0,2,62.5,4.0,23 нояб.,15
2-комнатная квартира · 58 м² · 2/10 этаж,43000000,Алматы,,2012.0,2,58.0,2.0,23 нояб.,2218
2-комнатная квартира · 57 м² · 1/9 этаж,28000000,Алматы,,2020.0,2,57.0,1.0,23 нояб.,10
2-комнатная квартира · 62 м² · 2/5 этаж,29000000,Алматы,,2018.0,2,62.0,2.0,23 нояб.,17
2-комнатная квартира · 85.4 м² · 16/17 этаж,57000000,Алматы,,2012.0,2,85.4,16.0,23 нояб.,11
4-комнатная квартира · 227 м² · 1/3 этаж,1200000000,Алматы,,2020.0,4,227.0,1.0,23 нояб.,1363
2-комнатная квартира · 72.5 м² · 1/8 этаж,79000000,Алматы,,2016.0,2,72.5,1.0,23 нояб.,642
5-комнатная квартира · 161.1 м² · 1/3 этаж,245000000,Алматы,,2020.0,5,161.1,1.0,23 нояб.,1247
4-комнатная квартира · 187.5 м² · 1/3 этаж,550000000,Алматы,,2020.0,4,187.5,1.0,23 нояб.,2926
3-комнатная квартира · 86 м² · 9/9 этаж,38000000,Алматы,,2020.0,3,86.0,9.0,23 нояб.,13
3-комнатная квартира · 88 м² · 5/8 этаж,89500000,Алматы,,2015.0,3,88.0,5.0,23 нояб.,1844
3-комнатная квартира · 100 м² · 1/3 этаж,170000000,Алматы,,2021.0,3,100.0,1.0,23 нояб.,275
2-комнатная квартира · 69.8 м² · 15/16 этаж,64500000,Алматы,,2008.0,2,69.8,15.0,23 нояб.,360
2-комнатная квартира · 56.4 м² · 2/7 этаж,34000000,Алматы,,2024.0,2,56.4,2.0,23 нояб.,3021
1-комнатная квартира · 28.5 м² · 1/2 этаж,15000000,Алматы,,1950.0,1,28.5,1.0,23 нояб.,2839
4-комнатная квартира · 150 м² · 5/6 этаж,150000000,Алматы,,2024.0,4,150.0,5.0,23 нояб.,1286
1-комнатная квартира · 46 м² · 11/12 этаж,32990000,Алматы,,2024.0,1,46.0,11.0,23 нояб.,15
3-комнатная квартира · 79 м² · 8/16 этаж,69000000,Алматы,,2023.0,3,79.0,8.0,23 нояб.,1668
3-комнатная квартира · 108.6 м² · 3/18 этаж,76000000,Алматы,,2023.0,3,108.6,3.0,23 нояб.,310
1-комнатная квартира · 38 м² · 2/6 этаж,24000000,Алматы,,2019.0,1,38.0,2.0,23 нояб.,1382
2-комнатная квартира · 93 м² · 12/16 этаж,40000000,Алматы,,2014.0,2,93.0,12.0,23 нояб.,46
2-комнатная квартира · 83.3 м² · 1/16 этаж,34000000,Алматы,,2012.0,2,83.3,1.0,23 нояб.,148
4-комнатная квартира · 193.5 м² · 2/3 этаж,1075000,Алматы,,2025.0,4,193.5,2.0,23 нояб.,215
3-комнатная квартира · 100 м² · 18/21 этаж,72000000,Алматы,,2008.0,3,100.0,18.0,23 нояб.,104
1-комнатная квартира · 17.6 м² · 4/5 этаж,13500000,Алматы,,1979.0,1,17.6,4.0,23 нояб.,2777
1-комнатная квартира · 18 м² · 4/5 этаж,14200000,Алматы,,1979.0,1,18.0,4.0,23 нояб.,766
